id	direction	kind	subject	source	terms	cand_n	matched	state	pair	target
r365	reverse	behavioural	A dependency has three types that are not flavours of the same thing: Finish-to-Start moves dates, Blocking changes status, and Informational changes nothing automatically	docs/entities/Dependency.md::Description[2]	dependency,finish-to-start,blocking,informational	3	-	retained	-	-
r366	reverse	behavioural	Dependency is modelled as an entity rather than a list of ids so an informational relationship, which has no direction a scheduler should act on, can be recorded without being misused into rescheduling	docs/entities/Dependency.md::Description[3]	dependency,informational	0	-	retained	-	-
r367	reverse	behavioural	A dependency is frontmatter on the dependent side, referencing the other by stable id, with a type; it has no note of its own, no lifecycle, no cost and no body	docs/entities/Dependency.md::Identity and persistence[1]	dependency,id,frontmatter	3	-	retained	-	-
r368	reverse	behavioural	A dependency connects exactly two entities, from the permitted pairs	docs/entities/Dependency.md::Relationships[1]	dependency,entity	4	-	retained	-	-
r369	reverse	behavioural	A dependency is consumed by milestone and the schedule, and by work package status	docs/entities/Dependency.md::Relationships[2]	dependency,milestone,schedule,work package,status	8	-	retained	-	-
r370	reverse	behavioural	Dependency references are by stable id; a dependency pointing at a deleted note is a dangling reference that must be detected	docs/entities/Dependency.md::Rules[1]	dependency,id,dangling reference	3	-	retained	-	-
r371	reverse	behavioural	A cycle in dependencies is invalid and must be refused at the point it would be created, not discovered later by a scheduler that fails to terminate	docs/entities/Dependency.md::Rules[2]	dependency,cycle	0	-	retained	-	-
r372	reverse	behavioural	Only Finish-to-Start dependencies move dates; Blocking changes status; Informational changes nothing	docs/entities/Dependency.md::Rules[3]	dependency,finish-to-start,blocking,informational,date,status	8	-	retained	-	-
r373	reverse	named	Document	docs/entities/Document.md::name	document	-	canvas,gallery,jtbd,prd,prototype,research,uxd,wireframes	present	-	entities
r374	reverse	behavioural	Document versus Photo: a photo is a document by category but gets its own note because it has a spatial reference to a point on a plan and a place in a time-ordered progress record, while everything else in the document category list is a file with a link and a date	docs/entities/Document.md::Description[1]	document,photo,plan	8	research.txt§17-PhotosBecomeUnusableArchive	present	-	-
r375	reverse	behavioural	PDF handling is real work rather than storage; a PDF may be both evidence as a document and the background of a plan	docs/entities/Document.md::Description[2]	document,pdf,plan	8	-	retained	-	-
r376	reverse	behavioural	Document is a note with a stable id, category, date and linked entity in frontmatter, pointing at a file in the vault's attachments; the note is the metadata and link, the attachment is the bytes	docs/entities/Document.md::Identity and persistence[1]	document,note,id,attachment	8	-	retained	-	-
r377	reverse	behavioural	A document belongs to exactly one project	docs/entities/Document.md::Relationships[1]	document,project	8	-	retained	-	-
r378	reverse	behavioural	A document links to any domain entity, such as zone, asset, work package, supplier, invoice or quote	docs/entities/Document.md::Relationships[2]	document,zone,asset,work package,supplier,invoice,quote	8	-	retained	-	-
r379	reverse	behavioural	A document may be the background of a plan	docs/entities/Document.md::Relationships[3]	document,plan	8	-	retained	-	-
r380	reverse	behavioural	Photo is a document category with extra capability	docs/entities/Document.md::Relationships[4]	document,photo	8	research.txt§17-PhotosBecomeUnusableArchive	present	-	-
r381	reverse	behavioural	A document is categorised from a fixed list, extensible per configuration; other is included precisely because the list will be incomplete	docs/entities/Document.md::Rules[1]	document,category,configurable	8	-	retained	-	-
r382	reverse	behavioural	A document's link is by stable id; a document reachable only by folder placement is disconnected by a rename	docs/entities/Document.md::Rules[2]	document,id,rename	8	-	retained	-	-
r383	reverse	behavioural	The plugin does not move or rename the user's attachments; that is the vault's business and its owner's	docs/entities/Document.md::Rules[3]	document,attachment,vault	8	-	retained	-	-
r384	reverse	named	Floor	docs/entities/Floor.md::name	floor	-	canvas,gallery,jtbd,prd,prototype,research,uxd,wireframes	present	-	entities
r385	reverse	behavioural	A floor and a plan stay separate entities even though they are close to one-to-one in practice, because they answer different questions: the floor is part of the building, the plan is a drawing with a scale and background image, and one floor can have several plans across plan revisions	docs/entities/Floor.md::Description[1]	floor,plan,plan revision	8	-	retained	-	-
r386	reverse	behavioural	Floor is a note with a stable id	docs/entities/Floor.md::Identity and persistence[1]	floor,note,id	8	-	retained	-	-
r387	reverse	behavioural	A floor belongs to exactly one building	docs/entities/Floor.md::Relationships[1]	floor,building	8	prd.txt§19-InfoArchitecture	present	-	-
r388	reverse	behavioural	A floor contains zero or more spaces	docs/entities/Floor.md::Relationships[2]	floor,space	8	-	retained	-	-
r389	reverse	behavioural	A floor is usually depicted by one plan, but that is a convention rather than a constraint	docs/entities/Floor.md::Relationships[3]	floor,plan	8	-	retained	-	-
r390	reverse	behavioural	A floor carries no geometry of its own	docs/entities/Floor.md::Rules[1]	floor,geometry	8	-	retained	-	-
r391	reverse	behavioural	Floor naming is the user's; custom types such as Souterrain or Dachgeschoss must round-trip unchanged	docs/entities/Floor.md::Rules[2]	floor,naming,round trip	8	-	retained	-	-
r392	reverse	named	Invoice	docs/entities/Invoice.md::name	invoice	-	research,uxd	present	-	entities
r393	reverse	behavioural	An invoice produces the Actual cost type, the only figure in the model that is a fact rather than a calculation, and is the anchor everything else is measured against	docs/entities/Invoice.md::Description[1]	invoice,actual,cost type	7	research.txt§9-BudgetsDriftFromReality	present	-	-
r394	reverse	behavioural	Payment is a state on the invoice, not an entity of its own: one date and one flag	docs/entities/Invoice.md::Description[2]	invoice,payment,state	8	-	retained	-	-
r395	reverse	behavioural	Invoice is a markdown note with a stable id, the supplier id, invoice number, date, due date, net/tax/gross and payment state in frontmatter	docs/entities/Invoice.md::Identity and persistence[1]	invoice,note,id,supplier,payment	8	-	retained	-	-
r396	reverse	behavioural	An invoice is received from exactly one supplier	docs/entities/Invoice.md::Relationships[1]	invoice,supplier	3	-	retained	-	-
r397	reverse	behavioural	An invoice usually settles an order, and through it one or more procurement items	docs/entities/Invoice.md::Relationships[2]	invoice,order,procurement item	7	-	retained	-	-
r398	reverse	behavioural	An invoice produces Actual cost items, which retire the corresponding Committed ones	docs/entities/Invoice.md::Relationships[3]	invoice,cost item,committed,actual	7	-	retained	-	-
r399	reverse	behavioural	An invoice is evidenced by a document; the scan is the invoice document	docs/entities/Invoice.md::Relationships[4]	invoice,document	8	-	retained	-	-
r400	reverse	behavioural	Actual cost on an invoice is recorded, never derived, and never moves afterwards	docs/entities/Invoice.md::Rules[1]	invoice,actual,cost	7	research.txt§9-BudgetsDriftFromReality	present	-	-
r401	reverse	behavioural	Booking an invoice retires the matching commitment; counting both is the classic way to overstate a forecast	docs/entities/Invoice.md::Rules[2]	invoice,commitment,forecast	2	-	retained	-	-
r402	reverse	behavioural	An invoice with no matching order is legitimate; not everything bought was ordered formally	docs/entities/Invoice.md::Rules[3]	invoice,order	5	-	retained	-	-
r403	reverse	named	Issue	docs/entities/Issue.md::name	issue	-	canvas,research	present	-	entities
r404	reverse	behavioural	An issue is actual: it has already happened, so probability is meaningless and impact is observed; what it needs is resolution and an owner, not mitigation, distinguishing it from a risk	docs/entities/Issue.md::Description[1]	issue,risk,resolution	5	-	retained	-	-
r405	reverse	behavioural	An issue's spatial attachment is what makes it worth modelling here rather than as a task; a marker on the plan and a site log/progress photos are where evidence accumulates	docs/entities/Issue.md::Description[2]	issue,plan,photo	8	-	retained	-	-
r406	reverse	behavioural	The domain entity Issue is distinct from the docs/issues/ folder in this repository, which holds open questions about the plugin itself	docs/entities/Issue.md::Description[3]	issue,plugin	6	-	retained	-	-
r407	reverse	behavioural	Issue is a markdown note with a stable id, status, owner and the affected entity in frontmatter	docs/entities/Issue.md::Identity and persistence[1]	issue,note,id,status,owner	8	-	retained	-	-
r408	reverse	behavioural	An issue is attached to a zone, work package or construction section	docs/entities/Issue.md::Relationships[1]	issue,zone,work package,construction section	8	-	retained	-	-
r409	reverse	behavioural	An issue may be shown on a plan as a marker spatial object	docs/entities/Issue.md::Relationships[2]	issue,plan,spatial object	8	-	retained	-	-
